Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
TCGA-44-2662-11A_1	21.67765001227356	51.0	47.68236453298092	18.181818181818183	66828148.0
TCGA-44-2662-11A_2	26.666472488623867	51.0	46.47244781170386	18.181818181818183	66131063.0
TCGA-44-2665-11A_1	29.0428622453706	51.0	47.82482083874387	9.090909090909092	82845339.0
TCGA-44-2665-11A_2	30.75419733453343	51.0	47.71919183801272	9.090909090909092	81401156.0
TCGA-44-2668-11A_1	25.689472371159525	51.0	47.8415292386898	18.181818181818183	75971188.0
TCGA-44-2668-11A_2	25.935237177455278	51.0	47.44237006160284	18.181818181818183	75060665.0
TCGA-44-3396-11A_1	29.314762978049174	51.0	47.86308575501402	9.090909090909092	94777187.0
TCGA-44-3396-11A_2	29.996974676476427	51.0	47.432808806446886	18.181818181818183	93848065.0
TCGA-44-3398-11B_1	24.435721415960344	50.0	47.7040748816984	9.090909090909092	79160384.0
TCGA-44-3398-11B_2	23.093643172353325	50.0	47.51775545837228	18.181818181818183	75483492.0
TCGA-44-5645-11A_1	23.711437836258455	50.0	47.787610165268326	9.090909090909092	55938002.0
TCGA-44-5645-11A_2	23.852993653661414	50.0	47.662591462321934	9.090909090909092	55216863.0
TCGA-44-6144-11A_1	23.204137586196467	50.0	47.90375765938397	9.090909090909092	47191132.0
TCGA-44-6144-11A_2	22.06508124178478	50.0	46.841666093227104	18.181818181818183	46851784.0
TCGA-44-6145-11A_1	22.356579372749636	50.0	47.8037248471332	9.090909090909092	44143825.0
TCGA-44-6145-11A_2	24.96080257955174	49.0	46.2244014137124	18.181818181818183	43845976.0
TCGA-44-6146-11A_1	18.60101426180381	50.0	47.80350597220943	9.090909090909092	36701660.0
TCGA-44-6146-11A_2	16.387876885525827	50.0	46.239704105772724	18.181818181818183	36472087.0
TCGA-44-6147-11A_1	19.700134502103168	49.0	47.73103283682204	9.090909090909092	55840757.0
TCGA-44-6147-11A_2	20.431347341423432	49.0	46.0415661966808	18.181818181818183	55272726.0
TCGA-44-6148-11A_1	23.313700803123155	49.0	47.753189425906534	9.090909090909092	64063175.0
TCGA-44-6148-11A_2	23.670085010227154	49.0	46.08123107873877	18.181818181818183	63409819.0
TCGA-44-6776-11A_1	22.387639220900027	48.0	47.84777409985559	9.090909090909092	41892917.0
TCGA-44-6776-11A_2	22.40163887200029	48.0	47.75420334147696	9.090909090909092	41479083.0
TCGA-44-6777-11A_1	23.028334593744532	51.0	47.90936013578586	9.090909090909092	38482946.0
TCGA-44-6777-11A_2	18.657118091556327	51.0	46.41072684045384	18.181818181818183	38239685.0
TCGA-44-6778-11A_1	21.231160404163163	49.0	47.898862413779696	9.090909090909092	48322579.0
TCGA-44-6778-11A_2	21.567375984669113	49.0	47.838648074935755	9.090909090909092	48033254.0
TCGA-49-4490-11A_1	24.72045623401111	49.0	47.89260065417782	9.090909090909092	45820875.0
TCGA-49-4490-11A_2	26.66241820396833	49.0	47.689377667855325	18.181818181818183	45431624.0
TCGA-49-4512-11A_1	27.004258150046596	49.0	47.88882885737767	9.090909090909092	40587943.0
TCGA-49-4512-11A_2	26.21281310932237	48.0	47.66593839566639	18.181818181818183	40254246.0
TCGA-49-6742-11A_1	23.571651451936233	50.0	47.89624995826827	9.090909090909092	53077116.0
TCGA-49-6742-11A_2	22.367817616977575	50.0	47.67195666416787	18.181818181818183	52653333.0
TCGA-49-6743-11A_1	23.850483633670294	49.0	47.89673863312933	9.090909090909092	42151069.0
TCGA-49-6743-11A_2	19.05664762395088	49.0	47.90450640572654	18.181818181818183	41891501.0
TCGA-49-6744-11A_1	19.895458377092154	49.0	47.8329012815199	9.090909090909092	41843361.0
TCGA-49-6744-11A_2	21.837623908136635	49.0	47.74528211336971	9.090909090909092	41330317.0
TCGA-49-6745-11A_1	21.83267773420124	50.0	47.908195090692466	9.090909090909092	45293068.0
TCGA-49-6745-11A_2	17.91021329026971	50.0	46.62811149729787	18.181818181818183	45036356.0
TCGA-49-6761-11A_1	21.827835514014794	50.0	47.91380272981978	18.181818181818183	31843201.0
TCGA-49-6761-11A_2	17.88742186104315	50.0	45.81095457259902	18.181818181818183	31576823.0
TCGA-50-5930-11A_1	24.590286384030918	50.0	47.87977523388493	9.090909090909092	39529268.0
TCGA-50-5930-11A_2	24.131383831874075	50.0	46.645294593517114	18.181818181818183	39072703.0
TCGA-50-5931-11A_1	21.260785220083193	50.0	47.83898047567102	9.090909090909092	40550126.0
TCGA-50-5931-11A_2	23.53999178063104	50.0	46.29071577659351	18.181818181818183	40324719.0
TCGA-50-5932-11A_1	20.908977006609845	49.0	47.858365600784566	9.090909090909092	34099894.0
TCGA-50-5932-11A_2	18.756318515985342	49.0	46.41163342110483	18.181818181818183	33662789.0
TCGA-50-5933-11A_1	20.8112955190703	50.0	47.87556115268338	9.090909090909092	52096561.0
TCGA-50-5933-11A_2	19.601630186302984	50.0	47.33629491148116	18.181818181818183	51764631.0
TCGA-50-5935-11A_1	20.770761966441214	50.0	47.83875546362756	9.090909090909092	37327764.0
TCGA-50-5935-11A_2	22.602352432022045	50.0	46.28104429687767	18.181818181818183	37065705.0
TCGA-50-5936-11A_1	22.423144712475278	50.0	47.926450816460274	9.090909090909092	42156797.0
TCGA-50-5936-11A_2	22.852917098171133	50.0	47.86971107463853	9.090909090909092	42003547.0
TCGA-50-5939-11A_1	21.71135713777238	50.0	47.89020980693748	18.181818181818183	43769811.0
TCGA-50-5939-11A_2	24.813149004932043	50.0	47.839442509098376	9.090909090909092	43511598.0
TCGA-50-6595-11A_1	31.841899725255843	49.0	47.88085183626284	9.090909090909092	77428730.0
TCGA-50-6595-11A_2	34.26730804800299	49.0	46.86794828721171	18.181818181818183	75344922.0
TCGA-55-6968-11A_1	21.171750944787604	51.0	47.91507379011552	9.090909090909092	37952983.0
TCGA-55-6968-11A_2	21.31598443917359	51.0	47.82652665158531	9.090909090909092	37501484.0
TCGA-55-6969-11A_1	22.338852179655362	50.0	47.85237166546489	9.090909090909092	37520785.0
TCGA-55-6969-11A_2	24.1657999656192	50.0	46.211965178045055	18.181818181818183	37271773.0
TCGA-55-6970-11A_1	21.35831145309392	48.0	47.89610489454734	9.090909090909092	36498370.0
TCGA-55-6970-11A_2	23.08754235453104	48.0	47.85272498056004	9.090909090909092	36142056.0
TCGA-55-6971-11A_1	21.290745626625238	49.0	47.87589532802367	9.090909090909092	45548390.0
TCGA-55-6971-11A_2	25.775105828865705	49.0	47.82930831960951	9.090909090909092	45181171.0
TCGA-55-6972-11A_1	21.8836856565774	49.0	47.917143611215415	9.090909090909092	35278909.0
TCGA-55-6972-11A_2	22.305055703557684	49.0	47.8692237338197	9.090909090909092	34759327.0
TCGA-55-6975-11A_1	19.623646710503124	50.0	47.9227739681883	9.090909090909092	32970890.0
TCGA-55-6975-11A_2	23.287137777495744	50.0	47.89678326885726	9.090909090909092	32718339.0
TCGA-55-6978-11A_1	20.486407286057045	49.0	47.90359543842723	9.090909090909092	35638936.0
TCGA-55-6978-11A_2	19.071626921730484	49.0	46.34535521070989	18.181818181818183	35225613.0
TCGA-55-6979-11A_1	22.007649833418057	49.0	47.91963971691842	18.181818181818183	29718076.0
TCGA-55-6979-11A_2	20.867255079436106	49.0	46.894241360032126	18.181818181818183	29533067.0
TCGA-55-6980-11A_1	18.65285890631675	50.0	47.91504466388104	9.090909090909092	30677249.0
TCGA-55-6980-11A_2	21.1579735996456	50.0	47.8376749959074	9.090909090909092	30439069.0
TCGA-55-6981-11A_1	18.471420645641217	49.0	47.87640950922663	9.090909090909092	30513901.0
TCGA-55-6981-11A_2	16.606330736471477	49.0	46.884237171695226	18.181818181818183	30362527.0
TCGA-55-6982-11A_1	20.189038367015627	49.0	47.87932143154583	9.090909090909092	37870726.0
TCGA-55-6982-11A_2	22.648320635362182	49.0	47.849904667881034	9.090909090909092	37299601.0
TCGA-55-6983-11A_1	21.541660402903673	49.0	47.88991840709266	9.090909090909092	34380807.0
TCGA-55-6983-11A_2	25.601477205127495	49.0	47.84625463462962	9.090909090909092	34140808.0
TCGA-55-6984-11A_1	34.80741656328554	49.0	47.86250786149404	9.090909090909092	81969152.0
TCGA-55-6984-11A_2	42.964708356083435	49.0	47.809920037662195	9.090909090909092	80768524.0
TCGA-55-6985-11A_1	36.44951405241535	48.0	47.86989268577823	9.090909090909092	74342523.0
TCGA-55-6985-11A_2	44.04475186491803	48.0	47.83514539758884	9.090909090909092	73634990.0
TCGA-55-6986-11A_1	33.04128713458822	49.0	47.85072180673423	9.090909090909092	99826791.0
TCGA-55-6986-11A_2	39.448268921702635	49.0	46.58296536834958	18.181818181818183	96164721.0
TCGA-73-4676-11A_1	28.00030433460185	50.0	47.84601344167436	18.181818181818183	38076804.0
TCGA-73-4676-11A_2	30.379793344910908	50.0	47.838803584164744	18.181818181818183	37814110.0
TCGA-91-6828-11A_1	20.294407165004586	49.0	47.88190652143844	9.090909090909092	43421678.0
TCGA-91-6828-11A_2	20.195901910645205	49.0	47.812706801631045	9.090909090909092	43104411.0
TCGA-91-6829-11A_1	30.8880678119948	49.0	47.8602302205025	9.090909090909092	47124908.0
TCGA-91-6829-11A_2	37.540066800574365	49.0	47.7958277636171	9.090909090909092	46715426.0
TCGA-91-6831-11A_1	19.30910626355349	48.0	47.821332531008004	9.090909090909092	25485921.0
TCGA-91-6831-11A_2	21.474985793080393	48.0	47.73428655071961	9.090909090909092	25246637.0
TCGA-91-6835-11A_1	21.142479808918665	49.0	47.814412943160605	9.090909090909092	42864708.0
TCGA-91-6835-11A_2	23.342762829464576	49.0	47.73135757616501	9.090909090909092	42483156.0
TCGA-91-6836-11A_1	24.922987804998215	49.0	47.869788415414554	9.090909090909092	36703808.0
TCGA-91-6836-11A_2	25.50737100738631	49.0	47.47935949400146	18.181818181818183	36369433.0
TCGA-91-6847-11A_1	22.688219178060166	50.0	47.91784522467348	9.090909090909092	36289686.0
TCGA-91-6847-11A_2	23.126327342737795	50.0	45.75477275671896	18.181818181818183	36013254.0
TCGA-91-6849-11A_1	21.214473820147077	49.0	47.82441103573771	9.090909090909092	36903088.0
TCGA-91-6849-11A_2	23.508538641160555	49.0	46.32191926962568	18.181818181818183	36641376.0
